# +--------------------------------------------------------------------+
#  Project:   Starshatter 5.0
#  File:      content.txt
#
#  Default ENGLISH / USA text
#
#  Destroyer Studios LLC
#  Copyright © 1997-2007. All Rights Reserved.
# +--------------------------------------------------------------------+

FORCOM                      = FORCOM
vox.blade leader            = Blade Leader
vox.bracket target          = Bracket Target
vox.bravo 1                 = Bravo 1
vox.bravo 2                 = Bravo 2
vox.bravo 3                 = Bravo 3
vox.bravo 4                 = Bravo 4
vox.bravo flight            = Bravo Flight
vox.bravo leader            = Bravo Leader
vox.break and attack        = Break and attack
vox.break off immediately!  = Break off immediately!
vox.breaking orbit          = Breaking orbit
vox.buddy spike!            = Buddy spike!
vox.calling inbound         = Calling inbound
vox.captain on the bridge   = Captain on the bridge
vox.check your fire!        = Check your fire!
vox.checking out!           = Checking out!
vox.commence docking        = Commence docking
vox.condor 1                = Condor 1
vox.condor 2                = Condor 2
vox.condor 3                = Condor 3
vox.condor 4                = Condor 4
vox.condor flight           = Condor Flight
vox.condor leader           = Condor Leader
vox.confirm your targets!   = Confirm your targets!
vox.confirmed kill!         = Confirmed kill!
vox.copy that               = Copy that
vox.cover me                = Cover me
vox.delta 1                 = Delta 1
vox.delta 2                 = Delta 2
vox.delta 3                 = Delta 3
vox.delta 4                 = Delta 4
vox.delta flight            = Delta Flight
vox.delta leader            = Delta Leader
vox.dragon 1                = Dragon 1
vox.dragon 2                = Dragon 2
vox.dragon 3                = Dragon 3
vox.dragon 4                = Dragon 4
vox.dragon flight           = Dragon Flight
vox.dragon leader           = Dragon Leader
vox.eagle 1                 = Eagle 1
vox.eagle 2                 = Eagle 2
vox.eagle 3                 = Eagle 3
vox.eagle 4                 = Eagle 4
vox.eagle flight            = Eagle Flight
vox.eagle leader            = Eagle Leader
vox.echo 1                  = Echo 1
vox.echo 2                  = Echo 2
vox.echo 3                  = Echo 3
vox.echo 4                  = Echo 4
vox.echo flight             = Echo Flight
vox.echo leader             = Echo Leader
vox.enemy destroyed!        = Enemy destroyed!
vox.engage quantum drive    = Engage quantum drive
vox.engage                  = Engage
vox.engaging                = Engaging
vox.escort                  = Escort
vox.exec, you have the conn = Exec, you have the conn
vox.falcon 1                = Falcon 1
vox.falcon 2                = Falcon 2
vox.falcon 3                = Falcon 3
vox.falcon 4                = Falcon 4
vox.falcon flight           = Falcon Flight
vox.falcon leader           = Falcon Leader
vox.farcast to              = Farcast to
vox.fox four!               = Fox four!
vox.fox one!                = Fox one
vox.fox three!              = Fox three!
vox.fox two!                = Fox two!
vox.going quantum           = Going quantum
vox.gold 1                  = Gold 1
vox.gold 2                  = Gold 2
vox.gold 3                  = Gold 3
vox.gold 4                  = Gold 4
vox.gold flight             = Gold Flight
vox.gold leader             = Gold Leader
vox.goto box formation      = Goto box formation
vox.goto diamond formation  = Goto diamond formation
vox.goto emcon 1            = Goto EMCON 1
vox.goto emcon 2            = Goto EMCON 2
vox.goto emcon 3            = Goto EMCON 3
vox.goto spread formation   = Goto spread formation
vox.goto trail formation    = Goto trail formation
vox.hammer 1                = Hammer 1
vox.hammer 2                = Hammer 2
vox.hammer 3                = Hammer 3
vox.hammer 4                = Hammer 4
vox.hammer flight           = Hammer Flight
vox.hammer leader           = Hammer Leader
vox.heading for orbit       = Heading for orbit
vox.hey! we're on your side!= Hey, We're on your side!
vox.hold all weapons        = Hold all weapons
vox.hornet 1                = Hornet 1
vox.hornet 2                = Hornet 2
vox.hornet 3                = Hornet 3
vox.hornet 4                = Hornet 4
vox.hornet flight           = Hornet Flight
vox.hornet leader           = Hornet Leader
vox.identify target         = Identify target
vox.jackal 1                = Jackal 1
vox.jackal 2                = Jackal 2
vox.jackal 3                = Jackal 3
vox.jackal 4                = Jackal 4
vox.jackal flight           = Jackal Flight
vox.jackal leader           = Jackal Leader
vox.jump to                 = Jump to
vox.launch probe            = Launch probe
vox.magic 1                 = Magic 1
vox.magic 2                 = Magic 2
vox.magic 3                 = Magic 3
vox.magic 4                 = Magic 4
vox.magic flight            = Magic Flight
vox.magic leader            = Magic Leader
vox.mayday! mayday!         = Mayday! Mayday!
vox.merlin 1                = Merlin 1
vox.merlin 2                = Merlin 2
vox.merlin 3                = Merlin 3
vox.merlin 4                = Merlin 4
vox.merlin flight           = Merlin Flight
vox.merlin leader           = Merlin Leader
vox.move patrol             = Move patrol
vox.mustang 1               = Mustang 1
vox.mustang 2               = Mustang 2
vox.mustang 3               = Mustang 3
vox.mustang 4               = Mustang 4
vox.mustang flight          = Mustang Flight
vox.mustang leader          = Mustang Leader
vox.negative, unable        = Negative, unable
vox.nomad 1                 = Nomad 1
vox.nomad 2                 = Nomad 2
vox.nomad 3                 = Nomad 3
vox.nomad 4                 = Nomad 4
vox.nomad flight            = Nomad Flight
vox.nomad leader            = Nomad Leader
vox.omega 1                 = Omega 1
vox.omega 2                 = Omega 2
vox.omega 3                 = Omega 3
vox.omega 4                 = Omega 4
vox.omega flight            = Omega Flight
vox.omega leader            = Omega Leader
vox.on final approach       = On final apprach
vox.picture is clear        = Picture is clear
vox.prepare to be destroyed!=Prepare to be destroyed!
vox.ranger 1                = Ranger 1
vox.ranger 2                = Ranger 2
vox.ranger 3                = Ranger 3
vox.ranger 4                = Ranger 4
vox.ranger flight           = Ranger Flight
vox.ranger leader           = Ranger Leader
vox.raptor 1                = Raptor 1
vox.raptor 2                = Raptor 2
vox.raptor 3                = Raptor 3
vox.raptor 4                = Raptor 4
vox.raptor flight           = Raptor Flight
vox.raptor leader           = Raptor Leader
vox.request picture         = Request picture
vox.request support         = Request support
vox.resume mission          = Request mission
vox.return to base          = Return to base
vox.return to formation     = Return to formation
vox.roger that              = Roger that
vox.roger your approach     = Roger your approach
vox.rogue 1                 = Rogue 1
vox.rogue 2                 = Rogue 2
vox.rogue 3                 = Rogue 3
vox.rogue 4                 = Rogue 4
vox.rogue flight            = Rogue Flight
vox.rogue leader            = Rogue Leader
vox.say your position       = Say your position
vox.sentry 1                = Sentry 1
vox.sentry 2                = Sentry 2
vox.sentry 3                = Sentry 3
vox.sentry 4                = Sentry 4
vox.sentry flight           = Sentry Flight
vox.sentry leader           = Sentry Leader
vox.she's breaking up!      = She's breaking up!
vox.sierra 1                = Sierra 1
vox.sierra 2                = Sierra 2
vox.sierra 3                = Sierra 3
vox.sierra 4                = Sierra 4
vox.sierra flight           = Sierra Flight
vox.sierra leader           = Sierra Leader
vox.skip navpoint           = Skip navpoint
vox.splash four!            = Splash four!
vox.splash one!             = Splash one!
vox.splash three!           = Splash three!
vox.splash two!             = Splash two!
vox.tango 1                 = Tango 1
vox.tango 2                 = Tango 2
vox.tango 3                 = Tango 3
vox.tango 4                 = Tango 4
vox.tango flight            = Tango Flight
vox.tango leader            = Tango Leader
vox.target destroyed!       = Target destroyed!
vox.this is                 = this is
vox.this is alpha 1         = this is Alpha 1
vox.this is alpha 2         = this is Alpha 2
vox.this is alpha 3         = this is Alpha 3
vox.this is alpha 4         = this is Alpha 4
vox.this is alpha leader    = this is Alpha Leader
vox.this is ares 1          = this is Ares 1
vox.this is ares 2          = this is Ares 2
vox.this is ares 3          = this is Ares 3
vox.this is ares 4          = this is Ares 4
vox.this is ares leader     = this is Ares Leader
vox.this is blade 1         = this is Blade 1
vox.this is blade 2         = this is Blade 2
vox.this is blade 3         = this is Blade 3
vox.this is blade 4         = this is Blade 4
vox.this is blade leader    = this is Blade Leader
vox.this is bravo 1         = this is Bravo 1
vox.this is bravo 2         = this is Bravo 2
vox.this is bravo 3         = this is Bravo 3
vox.this is bravo 4         = this is Bravo 4
vox.this is bravo leader    = this is Bravo Leader
vox.this is condor 1        = this is Condor 1
vox.this is condor 2        = this is Condor 2
vox.this is condor 3        = this is Condor 3
vox.this is condor 4        = this is Condor 4
vox.this is condor leader   = this is Condor Leader
vox.this is delta 1         = this is Delta 1
vox.this is delta 2         = this is Delta 2
vox.this is delta 3         = this is Delta 3
vox.this is delta 4         = this is Delta 4
vox.this is delta leader    = this is Delta Leader
vox.this is dragon 1        = this is Dragon 1
vox.this is dragon 2        = this is Dragon 2
vox.this is dragon 3        = this is Dragon 3
vox.this is dragon 4        = this is Dragon 4
vox.this is dragon leader   = this is Dragon Leader
vox.this is eagle 1         = this is Eagle 1
vox.this is eagle 2         = this is Eagle 2
vox.this is eagle 3         = this is Eagle 3
vox.this is eagle 4         = this is Eagle 4
vox.this is eagle leader    = this is Eagle Leader
vox.this is echo 1          = this is Echo 1
vox.this is echo 2          = this is Echo 2
vox.this is echo 3          = this is Echo 3
vox.this is echo 4          = this is Echo 4
vox.this is echo leader     = this is Echo Leader
vox.this is falcon 1        = this is Falcon 1
vox.this is falcon 2        = this is Falcon 2
vox.this is falcon 3        = this is Falcon 3
vox.this is falcon 4        = this is Falcon 4
vox.this is falcon leader   = this is Falcon Leader
vox.this is gold 1          = this is Gold 1
vox.this is gold 2          = this is Gold 2
vox.this is gold 3          = this is Gold 3
vox.this is gold 4          = this is Gold 4
vox.this is gold leader     = this is Gold Leader
vox.this is hammer 1        = this is Hammer 1
vox.this is hammer 2        = this is Hammer 2
vox.this is hammer 3        = this is Hammer 3
vox.this is hammer 4        = this is Hammer 4
vox.this is hammer leader   = this is Hammer Leader
vox.this is hornet 1        = this is Hornet 1
vox.this is hornet 2        = this is Hornet 2
vox.this is hornet 3        = this is Hornet 3
vox.this is hornet 4        = this is Hornet 4
vox.this is hornet leader   = this is Hornet Leader
vox.this is jackal 1        = this is Jackal 1
vox.this is jackal 2        = this is Jackal 2
vox.this is jackal 3        = this is Jackal 3
vox.this is jackal 4        = this is Jackal 4
vox.this is jackal leader   = this is Jackal Leader
vox.this is magic 1         = this is Magic 1
vox.this is magic 2         = this is Magic 2
vox.this is magic 3         = this is Magic 3
vox.this is magic 4         = this is Magic 4
vox.this is magic leader    = this is Magic Leader
vox.this is merlin 1        = this is Merlin 1
vox.this is merlin 2        = this is Merlin 2
vox.this is merlin 3        = this is Merlin 3
vox.this is merlin 4        = this is Merlin 4
vox.this is merlin leader   = this is Merlin Leader
vox.this is mustang 1       = this is Mustang 1
vox.this is mustang 2       = this is Mustang 2
vox.this is mustang 3       = this is Mustang 3
vox.this is mustang 4       = this is Mustang 4
vox.this is mustang leader  = this is Mustang Leader
vox.this is nomad 1         = this is Nomad 1
vox.this is nomad 2         = this is Nomad 2
vox.this is nomad 3         = this is Nomad 3
vox.this is nomad 4         = this is Nomad 4
vox.this is nomad leader    = this is Nomad Leader
vox.this is omega 1         = this is Omega 1
vox.this is omega 2         = this is Omega 2
vox.this is omega 3         = this is Omega 3
vox.this is omega 4         = this is Omega 4
vox.this is omega leader    = this is Omega Leader
vox.this is ranger 1        = this is Ranger 1
vox.this is ranger 2        = this is Ranger 2
vox.this is ranger 3        = this is Ranger 3
vox.this is ranger 4        = this is Ranger 4
vox.this is ranger leader   = this is Ranger Leader
vox.this is raptor 1        = this is Raptor 1
vox.this is raptor 2        = this is Raptor 2
vox.this is raptor 3        = this is Raptor 3
vox.this is raptor 4        = this is Raptor 4
vox.this is raptor leader   = this is Raptor Leader
vox.this is rogue 1         = this is Rogue 1
vox.this is rogue 2         = this is Rogue 2
vox.this is rogue 3         = this is Rogue 3
vox.this is rogue 4         = this is Rogue 4
vox.this is rogue leader    = this is Rogue Leader
vox.this is sentry 1        = this is Sentry 1
vox.this is sentry 2        = this is Sentry 2
vox.this is sentry 3        = this is Sentry 3
vox.this is sentry 4        = this is Sentry 4
vox.this is sentry leader   = this is Sentry Leader
vox.this is sierra 1        = this is Sierra 1
vox.this is sierra 2        = this is Sierra 2
vox.this is sierra 3        = this is Sierra 3
vox.this is sierra 4        = this is Sierra 4
vox.this is sierra leader   = this is Sierra Leader
vox.this is tango 1         = this is Tango 1
vox.this is tango 2         = this is Tango 2
vox.this is tango 3         = this is Tango 3
vox.this is tango 4         = this is Tango 4
vox.this is tango leader    = this is Tango Leader
vox.this is tiger 1         = this is Tiger 1
vox.this is tiger 2         = this is Tiger 2
vox.this is tiger 3         = this is Tiger 3
vox.this is tiger 4         = this is Tiger 4
vox.this is tiger leader    = this is Tiger Leader
vox.this is victor 1        = this is Victor 1
vox.this is victor 2        = this is Victor 2
vox.this is victor 3        = this is Victor 3
vox.this is victor 4        = this is Victor 4
vox.this is victor leader   = this is Victor Leader
vox.this is voodoo 1        = this is Voodoo 1
vox.this is voodoo 2        = this is Voodoo 2
vox.this is voodoo 3        = this is Voodoo 3
vox.this is voodoo 4        = this is Voodoo 4
vox.this is voodoo leader   = this is Voodoo Leader
vox.this is vulcan 1        = this is Vulcan 1
vox.this is vulcan 2        = this is Vulcan 2
vox.this is vulcan 3        = this is Vulcan 3
vox.this is vulcan 4        = this is Vulcan 4
vox.this is vulcan leader   = this is Vulcan Leader
vox.this is wolf 1          = this is Wolf 1
vox.this is wolf 2          = this is Wolf 2
vox.this is wolf 3          = this is Wolf 3
vox.this is wolf 4          = this is Wolf 4
vox.this is wolf leader     = this is Wolf Leader
vox.this is zeta 1          = this is Zeta 1
vox.this is zeta 2          = this is Zeta 2
vox.this is zeta 3          = this is Zeta 3
vox.this is zeta 4          = this is Zeta 4
vox.this is zeta leader     = this is Zeta Leader
vox.this is zulu 1          = this is Zulu 1
vox.this is zulu 2          = this is Zulu 2
vox.this is zulu 3          = this is Zulu 3
vox.this is zulu 4          = this is Zulu 4
vox.this is zulu leader     = this is Zulu Leader

vox.this is aegis           = this is Aegis
vox.this is annihilator     = this is Annihilator
vox.this is antares         = this is Antares
vox.this is archon          = this is Archon
vox.this is argiles         = this is Argiles
vox.this is arthur          = this is Arthur
vox.this is asher           = this is Asher
vox.this is assurance       = this is Assurance
vox.this is atlas           = this is Atlas
vox.this is audacious       = this is Audacious
vox.this is avalon          = this is Avalon
vox.this is banshee         = this is Banshee
vox.this is bear            = this is Bear
vox.this is belfast         = this is Belfast
vox.this is berents         = this is Berents
vox.this is bering          = this is Bering
vox.this is bold            = this is Bold
vox.this is bosporus        = this is Bosporus
vox.this is braveheart      = this is Braveheart
vox.this is bristol         = this is Bristol
vox.this is brunner         = this is Brunner
vox.this is canton          = this is Canton
vox.this is capable         = this is Capable
vox.this is card            = this is Card
vox.this is carlisle        = this is Carlisle
vox.this is cavanaugh       = this is Cavanaugh
vox.this is chance          = this is Chance
vox.this is chaos           = this is Chaos
vox.this is charon          = this is Charon
vox.this is chimaera        = this is Chimaera
vox.this is chronos         = this is Chronos
vox.this is clark           = this is Clark
vox.this is clarkeston      = this is Clarkeston
vox.this is columbia        = this is Columbia
vox.this is courageous      = this is Courageous
vox.this is dalton          = this is Dalton
vox.this is daring          = this is Daring
vox.this is darvon          = this is Darvon
vox.this is dauntless       = this is Dauntless
vox.this is davis           = this is Davis
vox.this is defender        = this is Defender
vox.this is defiant         = this is Defiant
vox.this is deforest        = this is Deforest
vox.this is delmar          = this is Delmar
vox.this is demolisher      = this is Demolisher
vox.this is demon           = this is Demon
vox.this is devastator      = this is Devastator
vox.this is douglas         = this is Douglas
vox.this is drayton         = this is Drayton
vox.this is durham          = this is Durham
vox.this is enigma          = this is Enigma
vox.this is essex           = this is Essex
vox.this is fearless        = this is Fearless
vox.this is forthright      = this is Forthright
vox.this is fortitude       = this is Fortitude
vox.this is furious         = this is Furious
vox.this is galland         = this is Galland
vox.this is gallantry       = this is Gallantry
vox.this is gamma           = this is Gamma
vox.this is gerrond         = this is Gerrond
vox.this is gerson          = this is Gerson
vox.this is ghola           = this is Ghola
vox.this is gibson          = this is Gibson
vox.this is gorgon          = this is Gorgon
vox.this is guardian        = this is Guardian
vox.this is hale            = this is Hale
vox.this is halston         = this is Halston
vox.this is havoc           = this is Havoc
vox.this is hawker          = this is Hawker
vox.this is hemmet          = this is Hemmet
vox.this is heracles        = this is Heracles
vox.this is heroic          = this is Heroic
vox.this is hoffman         = this is Hoffman
vox.this is honesty         = this is Honesty
vox.this is honorable       = this is Honorable
vox.this is hughes          = this is Hughes
vox.this is huntress        = this is Huntress
vox.this is hydra           = this is Hydra
vox.this is hyperion        = this is Hyperion
vox.this is impervious      = this is Impervious
vox.this is integrity       = this is Integrity
vox.this is intrepid        = this is Intrepid
vox.this is jackson         = this is Jackson
vox.this is justice         = this is Justice
vox.this is keller          = this is Keller
vox.this is kelvin          = this is Kelvin
vox.this is kent            = this is Kent
vox.this is kingston        = this is Kingston
vox.this is lawrence        = this is Lawrence
vox.this is leyte           = this is Leyte
vox.this is loyalty         = this is Loyalty
vox.this is mahan           = this is Mahan
vox.this is malory          = this is Malory
vox.this is merlin          = this is Merlin
vox.this is messina         = this is Messina
vox.this is morgan          = this is Morgan
vox.this is morlock         = this is Morlock
vox.this is mysterious      = this is Mysterious
vox.this is nalu            = this is Nalu
vox.this is necromancer     = this is Necromancer
vox.this is nemesis         = this is Nemesis
vox.this is nichols         = this is Nichols
vox.this is nightmare       = this is Nightmare
vox.this is nightshade      = this is Nightshade
vox.this is nordic          = this is Nordic
vox.this is normandy        = this is Normandy
vox.this is ogre            = this is Ogre
vox.this is onslaught       = this is Onslaught
vox.this is orion           = this is Orion
vox.this is orknies         = this is Orknies
vox.this is orleans         = this is Orleans
vox.this is oxford          = this is Oxford
vox.this is parker          = this is Parker
vox.this is parks           = this is Parks
vox.this is pascal          = this is Pascal
vox.this is phantasm        = this is Phantasm
vox.this is phantom         = this is Phantom
vox.this is portsmouth      = this is Portsmouth
vox.this is predator        = this is Predator
vox.this is protector       = this is Protector
vox.this is radix           = this is Radix
vox.this is rainier         = this is Rainier
vox.this is raven           = this is Raven
vox.this is redstone        = this is Redstone
vox.this is relentless      = this is Relentless
vox.this is resolve         = this is Resolve
vox.this is response        = this is Response
vox.this is revenant        = this is Revenant
vox.this is reynolds        = this is Reynolds
vox.this is robinson        = this is Robinson
vox.this is ryan            = this is Ryan
vox.this is salas           = this is Salas
vox.this is secret fire     = this is Secret fire
vox.this is shadow          = this is Shadow
vox.this is shaw            = this is Shaw
vox.this is shrike          = this is Shrike
vox.this is simmons         = this is Simmons
vox.this is smith           = this is Smith
vox.this is sorrel          = this is Sorrel
vox.this is spectre         = this is Spectre
vox.this is stalwart        = this is Stalwart
vox.this is standish        = this is Standish
vox.this is steadfast       = this is Steadfast
vox.this is stormwind       = this is Stormwind
vox.this is suffolk         = this is Suffolk
vox.this is surrey          = this is Surrey
vox.this is tanner          = this is Tanner
vox.this is titan           = this is Titan
vox.this is trieste         = this is Trieste
vox.this is truth           = this is Truth
vox.this is typhon          = this is Typhon
vox.this is typhoon         = this is Typhoon
vox.this is valiant         = this is Valiant
vox.this is valorous        = this is Valorous
vox.this is vance           = this is Vance
vox.this is vanguard        = this is Vanguard
vox.this is vernor          = this is Vernor
vox.this is victorious      = this is Victorious
vox.this is vortex          = this is Vortex
vox.this is warlock         = this is Warlock
vox.this is weber           = this is Weber
vox.this is wraith          = this is Wraith

vox.tiger 1                 = Tiger 1
vox.tiger 2                 = Tiger 2
vox.tiger 3                 = Tiger 3
vox.tiger 4                 = Tiger 4
vox.tiger flight            = Tiger Flight
vox.tiger leader            = Tiger Leader
vox.unable                  = unable
vox.understood              = Understood
vox.unknown contact         = unknown contact
vox.victor 1                = Victor 1
vox.victor 2                = Victor 2
vox.victor 3                = Victor 3
vox.victor 4                = Victor 4
vox.victor flight           = Victor Flight
vox.victor leader           = Victor Leader
vox.voodoo 1                = Voodoo 1
vox.voodoo 2                = Voodoo 2
vox.voodoo 3                = Voodoo 3
vox.voodoo 4                = Voodoo 4
vox.voodoo flight           = Voodoo Flight
vox.voodoo leader           = Voodoo Leader
vox.vulcan 1                = Vulcan 1
vox.vulcan 2                = Vulcan 2
vox.vulcan 3                = Vulcan 3
vox.vulcan 4                = Vulcan 4
vox.vulcan flight           = Vulcan Flight
vox.vulcan leader           = Vulcan Leader
vox.watch it!               = Watch it!
vox.wave off - runway is closed  = Wave Off - runway is closed
vox.we're going down!       = We're going down!
vox.wolf 1                  = Wolf 1
vox.wolf 2                  = Wolf 2
vox.wolf 3                  = Wolf 3
vox.wolf 4                  = Wolf 4
vox.wolf flight             = Wolf Flight
vox.wolf leader             = Wolf Leader
vox.you have clearance      = You have clearance
vox.zeta 1                  = Zeta 1
vox.zeta 2                  = Zeta 2
vox.zeta 3                  = Zeta 3
vox.zeta 4                  = Zeta 4
vox.zeta flight             = Zeta Flight
vox.zeta leader             = Zeta Leader
vox.zulu 1                  = Zulu 1
vox.zulu 2                  = Zulu 2
vox.zulu 3                  = Zulu 3
vox.zulu 4                  = Zulu 4
vox.zulu flight             = Zulu Flight
vox.zulu leader             = Zulu Leader

# EOF
